"","cue","coverage","H","unknown","xR2","xR3","N"
"8032","pituitary",54.3269230769231,2.8307531022598,16,16,12,300
"8033","pity",90.8088235294118,4.07893387362412,2,4,14,300
"8034","pivot",87.6494023904382,3.79922517525389,4,12,13,300
"8035","pixie",85.9315589353612,3.68881717676129,5,6,10,300
"8036","pizza",92.1232876712329,3.69758161626553,0,2,4,300
"8037","place",95.4063604240283,4.05333468137985,2,3,5,300
"8038","placement",87.2509960159363,4.38583801406159,7,6,16,300
"8039","placenta",87.7133105802048,3.6259683398106,1,1,2,300
"8040","places",75,4.41089529568561,4,2,8,300
"8041","placid",90.4214559386973,3.28205809078291,8,3,9,300
"8042","plague",84.7457627118644,3.97602910286241,0,0,5,300
"8043","plaice",84.7222222222222,3.53189104893014,48,5,2,300
"8044","plaid",83.2699619771863,4.08546284808427,11,1,2,300
"8045","plain",90.0343642611684,3.94139088629848,1,1,4,300
"8046","plains",77.8625954198473,4.30340507689579,5,9,5,300
"8047","plan",90.1023890784983,4.63267474414533,1,0,4,300
"8048","plane",94.19795221843,4.1847154963352,0,1,5,300
"8049","planes",79.9256505576208,4.22371983211271,0,11,9,300
"8050","planet",94.2372881355932,3.54838311809897,0,1,3,300
"8051","planets",89.7260273972603,3.55361883385802,0,3,2,300
"8052","plank",87.8892733564014,3.60955525578802,2,0,5,300
"8053","planner",87.2340425531915,4.42664556416525,1,4,7,300
"8054","planning",79.9270072992701,4.99636949315436,3,3,11,300
"8055","plans",76.9503546099291,4.77140807918732,1,2,11,300
"8056","plant",93.7931034482759,3.94917118236348,0,2,6,300
"8057","plantation",91.304347826087,3.77749397027227,0,0,1,300
"8058","planting",91.7808219178082,4.07776957721652,0,1,6,300
"8059","plants",91.2751677852349,4.00923210397176,0,0,2,300
"8060","plaque",89.9305555555556,3.87531747028088,1,1,7,300
"8061","plasma",87.0175438596491,3.78619604683488,0,3,9,300
"8062","plaster",90.6574394463668,4.01154055122508,0,1,9,300
"8063","plastic",87.6760563380282,4.5795156476095,1,4,5,300
"8064","plastic surgery",69.8529411764706,4.61407993142662,1,9,7,300
"8065","plate",94.1780821917808,3.90278424634503,0,2,4,300
"8066","plates",89.5470383275261,3.98030585547647,1,5,0,300
"8067","platform",90.4593639575972,4.41212232041794,1,4,6,300
"8068","platinum",95.5172413793103,3.41929224393485,1,0,7,300
"8069","Plato",71.9844357976654,3.32399260436472,5,11,6,300
"8070","platoon",84.5864661654135,3.64435734589732,6,6,4,300
"8071","platter",90.7142857142857,3.61905730466834,4,3,2,300
"8072","platypus",80.9187279151943,4.06000587187139,2,1,9,300
"8073","plausible",83.8129496402878,3.92254007117741,3,1,11,300
"8074","play",93.8983050847458,4.21778580191106,1,0,2,300
"8075","playboy",78.2006920415225,4.11973211065842,1,1,6,300
"8076","play dough",88.6925795053003,4.22192122617825,4,2,1,300
"8077","player",91.4089347079038,4.27154133661042,0,1,7,300
"8078","playful",93.4931506849315,3.98048697842117,0,2,4,300
"8079","playground",84.9829351535836,3.89295408039406,0,2,3,300
"8080","playing",91.3194444444444,4.02668885157119,2,3,0,300
"8081","PlayStation",72.1428571428571,3.92475036959564,0,8,4,300
"8082","plaything",91.9540229885057,3.8709778819942,3,6,18,300
"8083","plaza",85.0746268656716,4.38882879641704,7,3,5,300
"8084","plea",93.5714285714286,3.37263906317226,3,1,9,300
"8085","plead",91.6967509025271,3.77424087429631,1,5,10,300
"8086","pleasant",93.7282229965157,4.22811496093853,3,1,2,300
"8087","please",83.859649122807,3.8945394164936,1,2,8,300
"8088","pleased",86.9888475836431,3.4107458686073,0,12,7,300
"8089","pleasing",92.6739926739927,4.28688356131191,1,3,18,300
"8090","pleasurable",94.0074906367041,4.04261146205499,2,9,9,300
"8091","pleasure",94.3661971830986,4.18664344680748,2,1,8,300
"8092","pledge",91.8727915194346,3.8598913727737,1,3,8,300
"8093","plentiful",91.3207547169811,3.82678315371956,2,9,11,300
"8094","plenty",95.0877192982456,3.81223778165357,1,3,6,300
"8095","plethora",86.1471861471861,3.66700530906112,13,8,14,300
"8096","pliable",81.5573770491803,3.85398111677095,9,10,9,300
"8097","pliers",83.2116788321168,4.10664884456007,5,3,5,300
"8098","plot",88.013698630137,3.98913450120744,0,2,4,300
"8099","plotting",79.1505791505791,4.05918488776142,1,10,18,300
"8100","plow",88.5304659498208,4.15259184171906,5,1,4,300
"8101","pluck",91.7857142857143,4.04827046343935,4,0,8,300
"8102","plug",93.2885906040269,4.24450843532836,0,0,2,300
"8103","plum",95.4385964912281,3.5730554610496,2,1,7,300
"8104","plumb",92.4603174603175,4.1474646760656,10,7,4,300
"8105","plumber",90.7216494845361,3.98836832421893,1,2,2,300
"8106","plumbing",85.6655290102389,3.82025797600659,1,0,4,300
"8107","plump",88.9285714285714,3.81622903157871,2,4,6,300
"8108","plunge",88.8446215139442,3.57813755511869,10,7,5,300
"8109","plunger",92.9368029739777,3.39099544397042,4,4,11,300
"8110","plural",87.9245283018868,3.77136100825474,1,9,14,300
"8111","plus",92.0138888888889,3.58802693976125,1,0,9,300
"8112","plush",94.9640287769784,3.92481154171494,4,1,8,300
"8113","Pluto",89.3470790378007,3.21902497089646,0,2,5,300
"8114","pm",87.0629370629371,3.26893146466322,1,2,7,300
"8115","poach",93.6802973977695,3.78823303300046,6,2,9,300
"8116","pocket",90.5923344947735,4.27367851320273,1,2,6,300
"8117","pocketbook",89.7163120567376,3.88724178845012,1,5,5,300
"8118","pod",90,4.01231835765101,3,2,7,300
"8119","podium",84.5070422535211,3.80820063755405,2,1,8,300
"8120","poem",83.1081081081081,4.42320016657921,0,0,4,300
"8121","poet",78.397212543554,4.40585542539172,1,2,6,300
"8122","poetic",81.3380281690141,4.55987372430104,1,5,3,300
"8123","poetry",85.8108108108108,4.20698314825561,0,1,2,300
"8124","point",94.5205479452055,4.42102948798414,0,1,6,300
"8125","pointed",86.9731800766284,4.04324749266173,1,13,10,300
"8126","pointer",89.2988929889299,3.7324644719448,4,4,9,300
"8127","pointless",88.1294964028777,4.20062238923622,1,5,9,300
"8128","point of view",88.212927756654,4.27226341134357,2,9,13,300
"8129","points",78.8927335640138,4.39465262190882,1,2,4,300
"8130","pointy",91.5492957746479,3.77524146556965,2,2,6,300
"8131","poise",90.983606557377,4.55200641149697,11,7,9,300
"8132","poised",87.2427983539095,4.41664101116905,7,12,12,300
"8133","poison",88.659793814433,4.52275470643242,0,2,5,300
"8134","poisonous",89.7163120567376,3.8928758989344,2,2,8,300
"8135","poke",93.3098591549296,4.02430541459551,2,2,6,300
"8136","Pokemon",77.6632302405498,4.11177669814121,0,2,5,300
"8137","poker",90.5723905723906,3.75074725141658,0,0,3,300
"8138","Poland",67.8832116788321,4.19932705090484,2,6,8,300
"8139","polar",83.0508474576271,3.2929054604564,0,0,5,300
"8140","polar bear",83.728813559322,3.40595254964896,1,0,2,300
"8141","pole",95.4385964912281,3.733729032635,3,0,6,300
"8142","police",88.2154882154882,4.42163834768237,0,0,3,300
"8143","policeman",88.4745762711865,4.11248546144451,0,0,5,300
"8144","police officer",87.7256317689531,4.24143299165574,0,7,9,300
"8145","policy",88.4476534296029,4.36263098198806,3,3,8,300
"8146","polish",92.4137931034483,4.05580099023623,1,1,5,300
"8147","polished",89.8601398601399,4.10244937236404,1,1,9,300
"8148","polite",92.5675675675676,4.15494128455803,1,0,1,300
"8149","politeness",88.6446886446886,4.23622089403357,1,7,10,300
"8150","politic",86.5168539325843,4.73726814163749,6,2,11,300
"8151","political",82.078853046595,4.93284095786776,4,1,7,300
"8152","political party",75.5244755244755,4.33302537903937,0,4,6,300
"8153","politician",83.3333333333333,4.6558477107954,2,1,4,300
"8154","politicians",67.1378091872791,4.84941310885424,0,5,7,300
"8155","politics",80.4195804195804,4.97460177029085,1,2,7,300
"8156","polka",91.1347517730496,3.19240058163748,2,1,10,300
"8157","poll",91.5750915750916,4.39698570575839,5,2,8,300
"8158","pollen",93.4707903780069,3.44398738478884,2,0,3,300
"8159","pollute",88.4353741496599,4.40853205165187,0,2,2,300
"8160","pollution",85.8585858585859,4.29842965024807,0,0,3,300
"8161","polo",87.3720136518771,3.2168350326148,1,0,4,300
"8162","polyester",86.9415807560137,4.11284698569789,1,1,4,300
"8163","polygon",80.0766283524904,3.66426256976668,13,0,0,300
"8164","pomegranate",90.6367041198502,3.38778051237859,5,6,6,300
"8165","pomp",78.5388127853881,4.23734938064415,19,6,12,300
"8166","pompous",79.4223826714801,4.4637375864688,5,2,4,300
"8167","poncho",86.5051903114187,4.02368476130816,1,2,4,300
"8168","pond",83.9590443686007,3.76299254400545,1,0,4,300
"8169","ponder",89.6296296296296,3.43648012626504,7,0,9,300
"8170","pondering",74.7368421052632,3.74436223913849,2,2,5,300
"8171","pony",88.2758620689655,3.76559491345888,1,1,5,300
"8172","ponytail",88.013698630137,3.8091323195822,0,1,6,300
"8173","poo",86.9090909090909,3.97053273056527,3,5,6,300
"8174","poodle",87.8048780487805,3.58308304645234,2,1,5,300
"8175","poof",90.0826446280992,3.86744298917018,9,13,5,300
"8176","pool",93.5593220338983,3.81079888739854,0,1,3,300
"8177","poop",89.8876404494382,4.04659466548307,7,2,8,300
"8178","poor",84.6153846153846,4.51147520071787,1,1,9,300
"8179","poorly",81.6254416961131,4.52888200191179,0,4,9,300
"8180","pop",92.6174496644295,4.2527378609513,0,0,2,300
"8181","popcorn",92.2297297297297,3.79679319772322,0,1,2,300
"8182","pope",83.6734693877551,4.1038740851176,0,0,6,300
"8183","Popeye",89.2361111111111,2.7631774724942,2,3,0,300
"8184","poplar",93.3070866141732,3.76192690858558,8,6,10,300
"8185","popping",82.2641509433962,4.12741646599833,6,2,13,300
"8186","poppy",90.1408450704225,3.34120490241947,4,0,4,300
"8187","Popsicle",89.4927536231884,3.49417958007724,5,3,3,300
"8188","popular",84.7014925373134,4.7266699102979,3,5,13,300
"8189","popularity",75.1908396946565,4.77776491227625,1,10,15,300
"8190","population",86.9257950530035,4.00969042310178,1,4,6,300
"8191","porcelain",91.5254237288136,3.80500990075549,1,0,2,300
"8192","porch",91.1347517730496,4.23693289403947,3,2,5,300
"8193","porcupine",83.695652173913,3.95298752864147,3,3,9,300
"8194","pork",90.7534246575342,3.45201799238026,1,1,3,300
"8195","porn",87.9858657243816,4.47494528658303,1,4,6,300
"8196","pornography",85.9106529209622,4.27170017964974,0,2,5,300
"8197","porpoise",90.5579399141631,3.4082071131876,16,6,7,300
"8198","porridge",83.6236933797909,4.12360294076456,2,2,3,300
"8199","port",90.6574394463668,3.89232861362407,2,1,3,300
"8200","portable",87.3239436619718,4.07173290362123,0,3,10,300
"8201","portal",89.5104895104895,4.18918569523656,2,2,4,300
"8202","portfolio",87.6712328767123,4.33068774608929,0,1,6,300
"8203","portion",93.9929328621908,3.99705121562091,0,3,11,300
"8204","Portland",92.156862745098,3.85716691356578,7,8,8,300
"8205","portly",90.3345724907063,3.49895287310264,8,0,7,300
"8206","portrait",88.5416666666667,3.80314716936138,0,3,6,300
"8207","portray",89.1608391608392,3.93675204272971,0,2,10,300
"8208","pose",87.1886120996441,4.27778399008893,3,1,8,300
"8209","posh",85.2517985611511,4.29242768295912,4,2,6,300
"8210","position",92.8082191780822,4.46294309816426,0,0,8,300
"8211","positive",90.9698996655518,3.84718162104665,0,0,1,300
"8212","positively",85.9205776173285,4.25657882863075,2,2,13,300
"8213","positivity",80.7407407407407,4.30725374847731,1,8,11,300
"8214","possess",94.8096885813149,3.65601238304785,0,0,11,300
"8215","possession",89.9280575539568,4.25146914394246,2,4,8,300
"8216","possessions",86.1940298507463,3.90646383579568,0,11,10,300
"8217","possessive",83.9080459770115,4.42690901330451,0,12,15,300
"8218","possibility",93.9285714285714,4.09117613912165,1,2,13,300
"8219","possible",85.6643356643357,4.17170000573397,0,2,10,300
"8220","possibly",89.6296296296296,3.62663148684093,0,5,20,300
"8221","possum",90.3846153846154,4.26021948959752,8,5,6,300
"8222","post",94.0972222222222,3.85022664843025,1,0,9,300
"8223","postage",93.9068100358423,3.1216156188415,2,3,9,300
"8224","postal",95.2542372881356,3.66972363450613,0,1,3,300
"8225","postcard",93.9597315436242,3.85707726268669,0,0,2,300
"8226","poster",89.9305555555556,4.32708253374194,1,2,5,300
"8227","posterior",88.8475836431227,3.3956644831455,5,1,14,300
"8228","postman",88.3161512027491,3.95716299856153,0,2,5,300
"8229","post office",87.1080139372822,3.82452057453189,0,3,7,300
"8230","postpone",91.7857142857143,3.68516601003008,2,5,4,300
"8231","postulate",85.2173913043478,4.22043855238916,16,8,6,300
"8232","posture",91.4383561643836,3.92875926961926,1,0,5,300
"8233","pot",96.5753424657534,4.00770619497536,1,1,3,300
"8234","potato",91.5789473684211,4.26948383206912,3,1,4,300
"8235","potatoes",86.986301369863,4.18979088046169,0,2,4,300
"8236","potent",89.5306859205776,3.66892643562566,3,0,14,300
"8237","potential",88.9285714285714,4.77207247939806,2,3,8,300
"8238","potion",85.4237288135593,3.99053881320084,0,2,1,300
"8239","pots",64.7940074906367,3.59309254485923,2,8,11,300
"8240","potter",71.7948717948718,3.65184681543655,3,5,8,300
"8241","pottery",92.7586206896552,3.9754175979322,2,0,4,300
"8242","potty",91.4179104477612,3.5901098824843,3,6,11,300
"8243","pouch",90.2097902097902,3.66890378772507,3,0,5,300
"8244","poultry",88.1040892193308,3.44873943878521,5,6,4,300
"8245","pounce",92.1933085501859,3.54884827520743,6,2,9,300
"8246","pound",86.3013698630137,3.93148816349804,1,0,5,300
"8247","pounds",77.8571428571429,3.34287951922613,0,5,10,300
"8248","pour",94.7735191637631,3.85982225720204,2,2,3,300
"8249","poverty",83.9857651245552,4.2424299433883,2,1,11,300
"8250","powder",92.5266903914591,4.16889602772344,3,3,4,300
"8251","power",91.5254237288136,4.62339900097986,0,1,3,300
"8252","powerful",95.7597173144876,4.29293152411295,1,3,8,300
"8253","powerless",81.021897810219,4.38981753316348,1,7,9,300
"8254","PowerPoint",84.6689895470383,3.50628487871449,0,1,11,300
"8255","powers",61.6236162361624,4.47369243212456,0,8,13,300
"8256","practical",85.8695652173913,4.60951569597779,2,3,12,300
"8257","practice",91.6083916083916,4.26043630610076,0,1,12,300
"8258","pragmatic",84.6473029045643,4.3495100875785,14,5,7,300
"8259","prairie",84.2293906810036,4.21771334111337,4,3,3,300
"8260","praise",88.7272727272727,4.53195547981175,2,6,7,300
"8261","praline",89.4495412844037,3.73340167156605,22,4,8,300
"8262","pram",90.04329004329,3.3289049684803,19,2,8,300
"8263","prank",89.4927536231884,4.06937262778092,4,4,4,300
"8264","prankster",79.7794117647059,4.18885002310425,4,4,8,300
"8265","prawn",89.2857142857143,3.68735243910172,1,5,7,300
"8266","pray",92.7586206896552,4.04720727000999,1,2,3,300
"8267","prayer",88.9273356401384,4.08491889193451,2,0,5,300
"8268","praying",78.169014084507,3.93008304847887,0,5,6,300
"8269","preach",89.6193771626298,4.05300079986313,1,1,6,300
"8270","preacher",85.1985559566787,4.37423839859867,6,2,1,300
"8271","precedent",86.1111111111111,4.1587756020088,5,10,13,300
"8272","precious",90.5594405594406,4.32337572321273,1,2,7,300
"8273","precipice",92.7350427350427,3.76289744663721,13,10,7,300
"8274","precise",87.9858657243816,4.07748437765993,1,4,6,300
"8275","precisely",82.6714801444043,3.9759521929884,0,5,13,300
"8276","precision",85.3571428571428,4.64910914618297,2,2,10,300
"8277","predator",91.2162162162162,4.22783437171939,0,1,2,300
"8278","predicament",90.4166666666667,3.88757760914154,9,9,15,300
"8279","predicate",82.6315789473684,4.16164817917822,31,3,11,300
"8280","predict",86.2676056338028,4.26848977488036,1,2,9,300
"8281","prediction",80.5860805860806,4.13530387675147,0,6,15,300
"8282","prefer",93.2539682539683,3.62502391223922,7,7,13,300
"8283","preference",89.3939393939394,4.29481791741955,3,8,11,300
"8284","pregnancy",87.9194630872483,4.20256185105141,0,1,0,300
"8285","pregnant",90.1023890784983,3.79157873854426,0,0,7,300
"8286","prehistoric",76.8166089965398,3.76601330930555,1,1,6,300
"8287","prejudice",87.0967741935484,4.24179543170306,2,2,11,300
"8288","premises",86.1423220973783,4.36837364619411,5,5,8,300
"8289","premium",90.4436860068259,4.18608645835775,1,1,2,300
"8290","preparation",90.1754385964912,4.44632755916486,1,3,6,300
"8291","prepare",89.1304347826087,4.25381756962989,0,6,12,300
"8292","prepared",85.0909090909091,4.1967038960105,0,7,11,300
"8293","preposition",89.3877551020408,4.40151075847208,12,6,7,300
"8294","preppy",80.2469135802469,4.68808479921171,14,5,5,300
"8295","preschool",90.0343642611684,4.03308931061437,0,2,5,300
"8296","prescription",91.864406779661,3.63964969821752,0,1,3,300
"8297","presence",92.6739926739927,4.09344537424157,1,7,10,300
"8298","present",96.6216216216216,3.17303411672426,0,0,4,300
"8299","presentation",90.2877697841727,4.27679490420455,2,3,10,300
"8300","presents",81.3793103448276,3.74000574418536,1,1,5,300
"8301","preservation",84.1549295774648,4.5773199749361,0,4,8,300
"8302","preserve",89.6057347670251,4.12057859047477,4,3,3,300
"8303","president",82.8671328671329,4.35294142748428,0,3,8,300
"8304","presidential",89.0034364261168,4.49162379346388,1,2,2,300
"8305","press",90.8163265306122,4.27820698288298,0,1,4,300
"8306","pressing",87.5,4.05209648958347,1,3,3,300
"8307","pressure",90.7534246575342,4.29205592041094,0,2,4,300
"8308","prestige",88.5608856088561,4.67093406149437,4,2,13,300
"8309","prestigious",81.0526315789474,4.72295166252586,1,3,6,300
"8310","presume",82.6923076923077,3.97472328128147,2,9,16,300
"8311","pretend",87.6760563380282,4.19698459291943,2,1,8,300
"8312","pretender",79.9227799227799,3.80350535895317,1,12,14,300
"8313","pretending",80.3571428571429,4.12467069234379,1,6,5,300
"8314","pretense",89.0829694323144,4.30722525524444,10,15,11,300
"8315","pretentious",84.9624060150376,4.68993656450236,7,4,5,300
"8316","pretty",93.4931506849315,4.08792828500995,0,2,4,300
"8317","pretzel",93.6329588014981,3.84800940234691,4,5,11,300
"8318","pretzels",88.9679715302491,3.82288342393782,3,2,6,300
"8319","prevent",88.5496183206107,4.2582410984116,2,10,12,300
"8320","prevention",89.4927536231884,4.41471171249087,2,4,10,300
"8321","preview",83.2727272727273,4.41152440176729,2,5,9,300
"8322","previous",91.8149466192171,3.39846681896973,0,4,11,300
"8323","previously",87.5,3.36437664881381,1,7,19,300
"8324","prey",92.7335640138408,4.08170827861685,0,4,3,300
"8325","price",93.7716262975779,3.71181156359746,0,1,9,300
"8326","priceless",85.7142857142857,4.54202277919738,0,3,7,300
"8327","pricey",89.7163120567376,3.52190182717885,2,3,6,300
"8328","prick",91.7857142857143,3.76885475181601,2,5,4,300
"8329","prickly",91.2213740458015,3.74521173861348,8,4,6,300
"8330","pride",89.1385767790262,4.41676776791988,4,4,13,300
"8331","priest",84.1379310344828,4.18070608682454,0,3,4,300
